TaC            TaC_l
TaCl5          TaCl5_g
Ta             Ta_g
Ta_ion_n       Ta_ion_n_g
Ta_ion_p       Ta_ion_p_g
TaO2           TaO2_g
TaO            TaO_g
Ti2O3          Ti2O3_l
Ti3O5_cr       Ti3O5_cr_Alpha
Ti3O5          Ti3O5_l
Ti4O7          Ti4O7_l
TiB2           TiB2_l
TiB            TiB_cr
TiBr2          TiBr2_g
TiBr3          TiBr3_g
TiBr4          TiBr4_g
TiBr           TiBr_g
TiC            TiC_l
TiCl2          TiCl2_g
TiCl3          TiCl3_g
TiCl4          TiCl4_g
TiCl           TiCl_g
Ti_cr          Ti_cr_Alpha
Ti             Ti_g
TiF2           TiF2_g
TiF3           TiF3_g
TiF4           TiF4_g
TiF            TiF_g
TiH2           TiH2_cr
TiI2           TiI2_g
TiI3           TiI3_g
TiI4           TiI4_g
TiI            TiI_g
Ti_ion_n       Ti_ion_n_g
Ti_ion_p       Ti_ion_p_g
TiN            TiN_l
TiO2_cr        TiO2_cr_Anatase
TiO2           TiO2_g
TiOCl2         TiOCl2_g
TiO_cr         TiO_cr_Alpha
TiO            TiO_g
V2O3           V2O3_l
V2O4           V2O4_l
V2O5           V2O5_l
V              V_g
V_ion_n        V_ion_n_g
V_ion_p        V_ion_p_g
VN0.465        VN0.465_cr
VN             VN_g
VO2            VO2_g
VO             VO_g
W3O8           W3O8_g
WBr5           WBr5_g
WBr6           WBr6_g
WBr            WBr_g
WCl2           WCl2_g
WCl4           WCl4_g
(WCl5)2        (WCl5)2_g
WCl5           WCl5_g
WCl6_cr        WCl6_cr_Alpha
WCl6           WCl6_g
WCl            WCl_g
W              W_g
WF4O           WF4O_g
WF6            WF6_g
WF             WF_g
W_ion_n        W_ion_n_g
W_ion_p        W_ion_p_g
WO2.72         WO2.72_cr
WO2.90         WO2.90_cr
WO2.96         WO2.96_cr
WO2Cl2         WO2Cl2_g
WO2            WO2_g
(WO3)2         (WO3)2_g
(WO3)3         (WO3)3_g
(WO3)4         (WO3)4_g
WO3            WO3_g
WO             WO_g
Xe_ion_p       Xe_ion_p_g
Xe             Xe_ref
Zn             Zn_g
Zn_ion_n       Zn_ion_n_g
Zn_ion_p       Zn_ion_p_g
ZnSO4          ZnSO4_cr
ZrB2           ZrB2_l
ZrBr2          ZrBr2_g
ZrBr3          ZrBr3_g
ZrBr4          ZrBr4_g
ZrBr           ZrBr_g
ZrC            ZrC_l
ZrCl2          ZrCl2_g
ZrCl3          ZrCl3_g
ZrCl4          ZrCl4_g
ZrCl           ZrCl_g
Zr_cr          Zr_cr_Alpha
Zr             Zr_g
ZrF2           ZrF2_g
ZrF3           ZrF3_g
ZrF4           ZrF4_g
ZrF            ZrF_g
ZrH            ZrH_g
ZrI2           ZrI2_g
ZrI3           ZrI3_g
ZrI4           ZrI4_g
ZrI            ZrI_g
Zr_ion_n       Zr_ion_n_g
Zr_ion_p       Zr_ion_p_g
ZrN            ZrN_g
ZrO2           ZrO2_g
ZrO            ZrO_g
ZrSiO4         ZrSiO4_cr
