# H2/He CIA data from roto-translational, fundamental, 1st-2nd
# overtones.  This table was created using the Python code:
#   https://github.com/pcubillos/CIA
# which is based in the data and FORTRAN code from:
#   Borysow et al. (1988), Apj 326, 509
#   Borysow et al. (1989), Apj 336, 495
#   Borysow & Frommhold (1989), Apj 341, 549

@SPECIES
H2 He

@TEMPERATURES
                 50        75       100       150       200       250       300       350       400       500       600       700       800       900      1000      1250      1500      2000      2500      3000

# Wavenumber in cm-1, CIA coefficients in cm-1 amagat-2:
@DATA
   320.0  5.141e-07 6.025e-07 6.772e-07 8.495e-07 1.027e-06 1.196e-06 1.351e-06 1.492e-06 1.620e-06 1.840e-06 2.023e-06 2.170e-06 2.289e-06 2.384e-06 2.463e-06 2.594e-06 2.677e-06 2.797e-06 2.933e-06 3.090e-06
   340.0  8.415e-07 7.639e-07 7.589e-07 8.715e-07 1.033e-06 1.201e-06 1.361e-06 1.510e-06 1.647e-06 1.889e-06 2.094e-06 2.264e-06 2.404e-06 2.520e-06 2.616e-06 2.785e-06 2.895e-06 3.047e-06 3.198e-06 3.358e-06
   360.0  1.173e-06 8.981e-07 8.185e-07 8.811e-07 1.030e-06 1.197e-06 1.362e-06 1.519e-06 1.665e-06 1.926e-06 2.153e-06 2.344e-06 2.505e-06 2.640e-06 2.756e-06 2.964e-06 3.103e-06 3.292e-06 3.459e-06 3.621e-06
   380.0  1.135e-06 8.881e-07 8.081e-07 8.651e-07 1.014e-06 1.185e-06 1.356e-06 1.520e-06 1.674e-06 1.954e-06 2.200e-06 2.411e-06 2.592e-06 2.747e-06 2.881e-06 3.130e-06 3.301e-06 3.529e-06 3.713e-06 3.878e-06
   400.0  8.983e-07 7.731e-07 7.384e-07 8.251e-07 9.860e-07 1.165e-06 1.344e-06 1.515e-06 1.677e-06 1.973e-06 2.236e-06 2.465e-06 2.665e-06 2.839e-06 2.992e-06 3.282e-06 3.487e-06 3.758e-06 3.960e-06 4.127e-06
   420.0  6.852e-07 6.425e-07 6.503e-07 7.736e-07 9.516e-07 1.142e-06 1.329e-06 1.507e-06 1.676e-06 1.985e-06 2.263e-06 2.509e-06 2.726e-06 2.917e-06 3.088e-06 3.421e-06 3.660e-06 3.976e-06 4.198e-06 4.367e-06
   440.0  5.320e-07 5.332e-07 5.697e-07 7.240e-07 9.191e-07 1.120e-06 1.315e-06 1.499e-06 1.673e-06 1.993e-06 2.283e-06 2.542e-06 2.775e-06 2.983e-06 3.171e-06 3.545e-06 3.820e-06 4.183e-06 4.426e-06 4.598e-06
   460.0  4.245e-07 4.501e-07 5.063e-07 6.862e-07 8.964e-07 1.106e-06 1.306e-06 1.494e-06 1.671e-06 1.997e-06 2.296e-06 2.567e-06 2.813e-06 3.036e-06 3.240e-06 3.654e-06 3.965e-06 4.378e-06 4.644e-06 4.819e-06
   480.0  3.477e-07 3.908e-07 4.642e-07 6.678e-07 8.904e-07 1.106e-06 1.307e-06 1.495e-06 1.673e-06 2.001e-06 2.305e-06 2.584e-06 2.842e-06 3.078e-06 3.297e-06 3.749e-06 4.096e-06 4.560e-06 4.850e-06 5.030e-06
   500.0  2.929e-07 3.553e-07 4.488e-07 6.767e-07 9.075e-07 1.123e-06 1.321e-06 1.505e-06 1.679e-06 2.004e-06 2.309e-06 2.595e-06 2.861e-06 3.109e-06 3.341e-06 3.830e-06 4.213e-06 4.729e-06 5.043e-06 5.230e-06
   520.0  2.578e-07 3.506e-07 4.702e-07 7.210e-07 9.518e-07 1.159e-06 1.347e-06 1.522e-06 1.689e-06 2.006e-06 2.310e-06 2.599e-06 2.872e-06 3.130e-06 3.374e-06 3.898e-06 4.315e-06 4.884e-06 5.225e-06 5.419e-06
   540.0  2.492e-07 3.932e-07 5.435e-07 8.052e-07 1.022e-06 1.211e-06 1.382e-06 1.544e-06 1.701e-06 2.006e-06 2.306e-06 2.596e-06 2.876e-06 3.142e-06 3.396e-06 3.952e-06 4.402e-06 5.025e-06 5.394e-06 5.597e-06
   560.0  2.881e-07 5.026e-07 6.738e-07 9.191e-07 1.106e-06 1.268e-06 1.419e-06 1.566e-06 1.712e-06 2.003e-06 2.298e-06 2.588e-06 2.871e-06 3.144e-06 3.408e-06 3.993e-06 4.476e-06 5.152e-06 5.550e-06 5.765e-06
   580.0  3.799e-07 6.516e-07 8.200e-07 1.026e-06 1.178e-06 1.315e-06 1.447e-06 1.579e-06 1.715e-06 1.994e-06 2.283e-06 2.573e-06 2.859e-06 3.138e-06 3.410e-06 4.023e-06 4.537e-06 5.266e-06 5.694e-06 5.921e-06
   600.0  4.235e-07 7.228e-07 8.900e-07 1.077e-06 1.211e-06 1.332e-06 1.453e-06 1.577e-06 1.706e-06 1.977e-06 2.262e-06 2.552e-06 2.841e-06 3.125e-06 3.404e-06 4.041e-06 4.584e-06 5.365e-06 5.825e-06 6.067e-06
   620.0  3.631e-07 6.606e-07 8.415e-07 1.048e-06 1.189e-06 1.312e-06 1.433e-06 1.555e-06 1.682e-06 1.950e-06 2.234e-06 2.523e-06 2.815e-06 3.103e-06 3.389e-06 4.048e-06 4.619e-06 5.452e-06 5.943e-06 6.202e-06
   640.0  2.813e-07 5.418e-07 7.253e-07 9.579e-07 1.120e-06 1.257e-06 1.386e-06 1.514e-06 1.644e-06 1.913e-06 2.198e-06 2.489e-06 2.783e-06 3.075e-06 3.366e-06 4.046e-06 4.642e-06 5.525e-06 6.050e-06 6.327e-06
   660.0  2.177e-07 4.307e-07 6.005e-07 8.435e-07 1.025e-06 1.179e-06 1.320e-06 1.456e-06 1.592e-06 1.868e-06 2.155e-06 2.449e-06 2.745e-06 3.041e-06 3.337e-06 4.034e-06 4.655e-06 5.586e-06 6.145e-06 6.441e-06
   680.0  1.723e-07 3.436e-07 4.930e-07 7.304e-07 9.227e-07 1.090e-06 1.243e-06 1.389e-06 1.532e-06 1.816e-06 2.108e-06 2.404e-06 2.702e-06 3.002e-06 3.301e-06 4.014e-06 4.657e-06 5.635e-06 6.228e-06 6.546e-06
   700.0  1.396e-07 2.780e-07 4.069e-07 6.303e-07 8.256e-07 1.002e-06 1.164e-06 1.318e-06 1.467e-06 1.761e-06 2.056e-06 2.355e-06 2.656e-06 2.958e-06 3.261e-06 3.987e-06 4.649e-06 5.673e-06 6.300e-06 6.641e-06
   720.0  1.153e-07 2.284e-07 3.395e-07 5.466e-07 7.401e-07 9.205e-07 1.089e-06 1.249e-06 1.403e-06 1.703e-06 2.003e-06 2.304e-06 2.606e-06 2.910e-06 3.216e-06 3.954e-06 4.633e-06 5.699e-06 6.361e-06 6.728e-06
   740.0  9.662e-08 1.904e-07 2.869e-07 4.789e-07 6.681e-07 8.492e-07 1.021e-06 1.184e-06 1.341e-06 1.646e-06 1.948e-06 2.251e-06 2.555e-06 2.860e-06 3.167e-06 3.914e-06 4.610e-06 5.716e-06 6.413e-06 6.805e-06
   760.0  8.186e-08 1.608e-07 2.460e-07 4.255e-07 6.095e-07 7.888e-07 9.601e-07 1.124e-06 1.282e-06 1.590e-06 1.894e-06 2.197e-06 2.502e-06 2.808e-06 3.116e-06 3.870e-06 4.579e-06 5.722e-06 6.455e-06 6.874e-06
   780.0  6.995e-08 1.376e-07 2.144e-07 3.841e-07 5.623e-07 7.377e-07 9.067e-07 1.069e-06 1.228e-06 1.536e-06 1.840e-06 2.144e-06 2.449e-06 2.754e-06 3.063e-06 3.822e-06 4.542e-06 5.720e-06 6.487e-06 6.934e-06
   800.0  6.017e-08 1.193e-07 1.897e-07 3.509e-07 5.225e-07 6.927e-07 8.582e-07 1.019e-06 1.176e-06 1.484e-06 1.788e-06 2.091e-06 2.395e-06 2.700e-06 3.009e-06 3.770e-06 4.499e-06 5.710e-06 6.511e-06 6.988e-06
   820.0  5.202e-08 1.042e-07 1.689e-07 3.212e-07 4.855e-07 6.501e-07 8.118e-07 9.703e-07 1.126e-06 1.433e-06 1.738e-06 2.040e-06 2.343e-06 2.646e-06 2.953e-06 3.715e-06 4.451e-06 5.692e-06 6.527e-06 7.033e-06
   840.0  4.517e-08 9.076e-08 1.492e-07 2.913e-07 4.478e-07 6.071e-07 7.656e-07 9.225e-07 1.078e-06 1.385e-06 1.689e-06 1.990e-06 2.291e-06 2.593e-06 2.898e-06 3.659e-06 4.400e-06 5.667e-06 6.535e-06 7.072e-06
   860.0  3.936e-08 7.879e-08 1.305e-07 2.608e-07 4.089e-07 5.632e-07 7.192e-07 8.752e-07 1.031e-06 1.338e-06 1.642e-06 1.942e-06 2.241e-06 2.540e-06 2.843e-06 3.600e-06 4.344e-06 5.635e-06 6.536e-06 7.104e-06
   880.0  3.439e-08 6.846e-08 1.137e-07 2.313e-07 3.704e-07 5.195e-07 6.734e-07 8.292e-07 9.852e-07 1.294e-06 1.598e-06 1.896e-06 2.193e-06 2.489e-06 2.789e-06 3.541e-06 4.286e-06 5.597e-06 6.530e-06 7.130e-06
   900.0  3.011e-08 5.967e-08 9.917e-08 2.045e-07 3.341e-07 4.782e-07 6.302e-07 7.860e-07 9.428e-07 1.253e-06 1.556e-06 1.853e-06 2.146e-06 2.439e-06 2.735e-06 3.481e-06 4.225e-06 5.555e-06 6.518e-06 7.150e-06
   920.0  2.642e-08 5.218e-08 8.675e-08 1.809e-07 3.017e-07 4.408e-07 5.912e-07 7.471e-07 9.046e-07 1.216e-06 1.518e-06 1.812e-06 2.102e-06 2.390e-06 2.682e-06 3.420e-06 4.162e-06 5.507e-06 6.500e-06 7.164e-06
   940.0  2.322e-08 4.577e-08 7.616e-08 1.607e-07 2.737e-07 4.086e-07 5.576e-07 7.135e-07 8.713e-07 1.182e-06 1.483e-06 1.774e-06 2.059e-06 2.343e-06 2.630e-06 3.359e-06 4.097e-06 5.455e-06 6.477e-06 7.173e-06
   960.0  2.044e-08 4.025e-08 6.707e-08 1.436e-07 2.503e-07 3.820e-07 5.298e-07 6.854e-07 8.431e-07 1.153e-06 1.451e-06 1.737e-06 2.018e-06 2.297e-06 2.579e-06 3.297e-06 4.031e-06 5.399e-06 6.449e-06 7.178e-06
   980.0  1.801e-08 3.547e-08 5.923e-08 1.293e-07 2.312e-07 3.605e-07 5.072e-07 6.622e-07 8.190e-07 1.126e-06 1.420e-06 1.702e-06 1.978e-06 2.251e-06 2.528e-06 3.235e-06 3.963e-06 5.340e-06 6.417e-06 7.177e-06
