# YSES-1b SINFONI emission data from Zhang et al. (2021), Nat, 595.

# The @DEPTH_UNITS defines the spectrum and uncert units
# (none, percent, ppt, ppm, f_lambda), with f_lambda => W m⁻² μm⁻¹
@DEPTH_UNITS
f_lambda

# The @DATA flag sets the data
# flux            flux_err         wavelength  half_width    instrument
@DATA
 8.85645847e-16   1.82327408e-17     2.188406    0.000000    sinfoni
 9.01069985e-16   1.81376059e-17     2.188658    0.000000    sinfoni
 8.88627900e-16   1.83150768e-17     2.188909    0.000000    sinfoni
 9.10011519e-16   1.84183663e-17     2.189160    0.000000    sinfoni
 8.88815233e-16   1.83159759e-17     2.189411    0.000000    sinfoni
 8.71228192e-16   1.81234048e-17     2.189662    0.000000    sinfoni
 8.87539007e-16   1.81733031e-17     2.189913    0.000000    sinfoni
 8.76421067e-16   1.84267789e-17     2.190164    0.000000    sinfoni
 8.67560849e-16   1.83396019e-17     2.190416    0.000000    sinfoni
 8.88114716e-16   1.79050997e-17     2.190667    0.000000    sinfoni
 8.98633594e-16   1.81111978e-17     2.190918    0.000000    sinfoni
 9.18807080e-16   1.79840556e-17     2.191169    0.000000    sinfoni
 9.05649176e-16   1.79499118e-17     2.191420    0.000000    sinfoni
 8.95718407e-16   1.79592308e-17     2.191671    0.000000    sinfoni
 8.83194893e-16   1.78736251e-17     2.191922    0.000000    sinfoni
 8.86473693e-16   1.77768088e-17     2.192174    0.000000    sinfoni
 8.70164701e-16   1.78283466e-17     2.192425    0.000000    sinfoni
 8.52931845e-16   1.76127106e-17     2.192676    0.000000    sinfoni
 8.23075944e-16   1.75080339e-17     2.192927    0.000000    sinfoni
 8.06220631e-16   1.75672613e-17     2.193178    0.000000    sinfoni
 8.39963655e-16   1.76554347e-17     2.193429    0.000000    sinfoni
 8.59206195e-16   1.77089106e-17     2.193681    0.000000    sinfoni
 8.76038276e-16   1.76615608e-17     2.193932    0.000000    sinfoni
 8.84172463e-16   1.78662656e-17     2.194183    0.000000    sinfoni
 8.83835285e-16   1.81101636e-17     2.194434    0.000000    sinfoni
 8.72733154e-16   1.84745223e-17     2.194686    0.000000    sinfoni
 8.90081242e-16   1.93781526e-17     2.194937    0.000000    sinfoni
 9.55730123e-16   2.07082547e-17     2.195188    0.000000    sinfoni
 9.50602369e-16   2.26055105e-17     2.195439    0.000000    sinfoni
 8.53760112e-16   1.92980741e-17     2.195690    0.000000    sinfoni
 8.61964178e-16   1.82393279e-17     2.195941    0.000000    sinfoni
 8.90778380e-16   1.79936054e-17     2.196193    0.000000    sinfoni
 9.11932608e-16   1.80378044e-17     2.196444    0.000000    sinfoni
 9.26385786e-16   1.80209044e-17     2.196695    0.000000    sinfoni
 9.03734291e-16   1.80099993e-17     2.196946    0.000000    sinfoni
 8.86298334e-16   1.78274011e-17     2.197198    0.000000    sinfoni
 8.46951775e-16   1.79530268e-17     2.197449    0.000000    sinfoni
 8.84808394e-16   1.81407884e-17     2.197700    0.000000    sinfoni
 8.92635815e-16   1.86247468e-17     2.197951    0.000000    sinfoni
 8.99079945e-16   1.92430009e-17     2.198203    0.000000    sinfoni
 9.04750593e-16   1.87877842e-17     2.198454    0.000000    sinfoni
 8.72734333e-16   1.83347492e-17     2.198705    0.000000    sinfoni
 8.73568644e-16   1.86655390e-17     2.198956    0.000000    sinfoni
 9.03111658e-16   1.88284707e-17     2.199208    0.000000    sinfoni
 9.01954328e-16   1.93239012e-17     2.199459    0.000000    sinfoni
 9.08245562e-16   1.95523191e-17     2.199710    0.000000    sinfoni
 8.74158011e-16   1.97595119e-17     2.199961    0.000000    sinfoni
 8.79715054e-16   1.99404698e-17     2.200213    0.000000    sinfoni
 8.85020374e-16   1.94410568e-17     2.200464    0.000000    sinfoni
 9.02659862e-16   1.86059642e-17     2.200715    0.000000    sinfoni
 8.91570588e-16   1.80205558e-17     2.200966    0.000000    sinfoni
 9.08410785e-16   1.80726658e-17     2.201218    0.000000    sinfoni
 9.19626052e-16   1.85995032e-17     2.201469    0.000000    sinfoni
 9.18513079e-16   1.87848241e-17     2.201720    0.000000    sinfoni
 8.87389146e-16   1.88085283e-17     2.201972    0.000000    sinfoni
 8.77383756e-16   1.88812664e-17     2.202223    0.000000    sinfoni
 9.20707932e-16   1.87315812e-17     2.202474    0.000000    sinfoni
 8.87905087e-16   1.86099683e-17     2.202726    0.000000    sinfoni
 8.81909406e-16   1.83707875e-17     2.202977    0.000000    sinfoni
 8.59682123e-16   1.79929036e-17     2.203228    0.000000    sinfoni
 8.31374509e-16   1.77832763e-17     2.203480    0.000000    sinfoni
 8.56673730e-16   1.78581544e-17     2.203731    0.000000    sinfoni
 8.68879199e-16   1.79459357e-17     2.203982    0.000000    sinfoni
 8.61237841e-16   1.80765253e-17     2.204234    0.000000    sinfoni
 8.42366125e-16   1.83444113e-17     2.204485    0.000000    sinfoni
 8.71581695e-16   1.93093227e-17     2.204736    0.000000    sinfoni
 8.96773248e-16   2.00349855e-17     2.204987    0.000000    sinfoni
 8.54160025e-16   1.91877467e-17     2.205239    0.000000    sinfoni
 8.50808847e-16   1.82842458e-17     2.205490    0.000000    sinfoni
 8.82621575e-16   1.80007132e-17     2.205742    0.000000    sinfoni
 8.52240361e-16   1.76050753e-17     2.205993    0.000000    sinfoni
 8.06793045e-16   1.74537301e-17     2.206244    0.000000    sinfoni
 8.20164393e-16   1.75931039e-17     2.206495    0.000000    sinfoni
 8.26173662e-16   1.75622225e-17     2.206747    0.000000    sinfoni
 8.58040345e-16   1.76421185e-17     2.206998    0.000000    sinfoni
 8.90946643e-16   1.77621995e-17     2.207250    0.000000    sinfoni
 9.01761216e-16   1.77544512e-17     2.207501    0.000000    sinfoni
 9.03417015e-16   1.75587634e-17     2.207752    0.000000    sinfoni
 8.73081519e-16   1.75532813e-17     2.208004    0.000000    sinfoni
 8.56936455e-16   1.74183806e-17     2.208255    0.000000    sinfoni
 8.47021800e-16   1.75242178e-17     2.208506    0.000000    sinfoni
 8.41526513e-16   1.75423674e-17     2.208758    0.000000    sinfoni
 8.46548571e-16   1.74662734e-17     2.209009    0.000000    sinfoni
 8.85930090e-16   1.75110283e-17     2.209261    0.000000    sinfoni
 8.91502738e-16   1.76117230e-17     2.209512    0.000000    sinfoni
 9.04482014e-16   1.76115258e-17     2.209763    0.000000    sinfoni
 9.01975461e-16   1.76096626e-17     2.210015    0.000000    sinfoni
 8.95757940e-16   1.77476688e-17     2.210266    0.000000    sinfoni
 8.70138795e-16   1.74141817e-17     2.210518    0.000000    sinfoni
 8.94556186e-16   1.76761589e-17     2.210769    0.000000    sinfoni
 9.09823715e-16   1.78290994e-17     2.211020    0.000000    sinfoni
 8.73200954e-16   1.75822462e-17     2.211272    0.000000    sinfoni
 8.91080645e-16   1.77341408e-17     2.211523    0.000000    sinfoni
 9.12565064e-16   1.79901142e-17     2.211775    0.000000    sinfoni
 9.54475517e-16   1.86821795e-17     2.212026    0.000000    sinfoni
 9.99754941e-16   2.09150755e-17     2.212277    0.000000    sinfoni
 9.51862555e-16   2.06970391e-17     2.212529    0.000000    sinfoni
 8.91650905e-16   1.84317293e-17     2.212780    0.000000    sinfoni
 8.68709475e-16   1.78050496e-17     2.213032    0.000000    sinfoni
 8.64579102e-16   1.76020181e-17     2.213283    0.000000    sinfoni
 8.96728734e-16   1.75112981e-17     2.213535    0.000000    sinfoni
 9.15938902e-16   1.75878192e-17     2.213786    0.000000    sinfoni
 9.06560068e-16   1.77539217e-17     2.214038    0.000000    sinfoni
 9.31664153e-16   1.77777454e-17     2.214289    0.000000    sinfoni
 9.01134713e-16   1.76966797e-17     2.214541    0.000000    sinfoni
 9.01727400e-16   1.77359459e-17     2.214792    0.000000    sinfoni
 8.97172397e-16   1.76380186e-17     2.215044    0.000000    sinfoni
 8.98844578e-16   1.75196241e-17     2.215295    0.000000    sinfoni
 8.86087723e-16   1.76845579e-17     2.215547    0.000000    sinfoni
 8.90046938e-16   1.80389958e-17     2.215798    0.000000    sinfoni
 8.94804758e-16   1.78656499e-17     2.216049    0.000000    sinfoni
 8.75394552e-16   1.83781596e-17     2.216301    0.000000    sinfoni
 9.00208215e-16   1.86067382e-17     2.216552    0.000000    sinfoni
 8.82903493e-16   1.81108839e-17     2.216804    0.000000    sinfoni
 8.72795441e-16   1.75805293e-17     2.217055    0.000000    sinfoni
 8.57636154e-16   1.74132050e-17     2.217307    0.000000    sinfoni
 8.77558637e-16   1.75780620e-17     2.217558    0.000000    sinfoni
 8.84759583e-16   1.77924570e-17     2.217810    0.000000    sinfoni
 9.15812066e-16   1.77619565e-17     2.218061    0.000000    sinfoni
 9.30597445e-16   1.77100880e-17     2.218313    0.000000    sinfoni
 9.42574577e-16   1.75717112e-17     2.218564    0.000000    sinfoni
 8.98126402e-16   1.73240256e-17     2.218816    0.000000    sinfoni
 8.45569133e-16   1.71745098e-17     2.219068    0.000000    sinfoni
 8.44441585e-16   1.72499899e-17     2.219319    0.000000    sinfoni
 8.44533453e-16   1.72222108e-17     2.219571    0.000000    sinfoni
 8.64128082e-16   1.71875362e-17     2.219822    0.000000    sinfoni
 8.57527291e-16   1.71580310e-17     2.220074    0.000000    sinfoni
 8.50540903e-16   1.73872607e-17     2.220325    0.000000    sinfoni
 8.80635483e-16   1.75035283e-17     2.220577    0.000000    sinfoni
 8.72913492e-16   1.73936445e-17     2.220828    0.000000    sinfoni
 8.59635185e-16   1.76539775e-17     2.221080    0.000000    sinfoni
 8.66381038e-16   1.82243498e-17     2.221331    0.000000    sinfoni
 8.86416509e-16   1.77402873e-17     2.221583    0.000000    sinfoni
 8.74517005e-16   1.76922833e-17     2.221834    0.000000    sinfoni
 9.06837855e-16   1.75404640e-17     2.222086    0.000000    sinfoni
 9.06230292e-16   1.75233527e-17     2.222337    0.000000    sinfoni
 9.12402659e-16   1.76567788e-17     2.222589    0.000000    sinfoni
 9.31431976e-16   1.76220033e-17     2.222841    0.000000    sinfoni
 9.07435391e-16   1.75206961e-17     2.223092    0.000000    sinfoni
 8.89818286e-16   1.74692174e-17     2.223344    0.000000    sinfoni
 8.79550503e-16   1.73135163e-17     2.223596    0.000000    sinfoni
 8.76547397e-16   1.73934097e-17     2.223847    0.000000    sinfoni
 9.06665077e-16   1.76253902e-17     2.224099    0.000000    sinfoni
 9.40208181e-16   1.79165615e-17     2.224350    0.000000    sinfoni
 9.65178945e-16   1.87192147e-17     2.224602    0.000000    sinfoni
 9.44762470e-16   1.81471067e-17     2.224853    0.000000    sinfoni
 9.23437784e-16   1.78797603e-17     2.225105    0.000000    sinfoni
 9.34333032e-16   1.77677991e-17     2.225357    0.000000    sinfoni
 9.54258455e-16   1.76272718e-17     2.225608    0.000000    sinfoni
 9.36624739e-16   1.76467295e-17     2.225860    0.000000    sinfoni
 9.31222192e-16   1.76632057e-17     2.226111    0.000000    sinfoni
 9.01800037e-16   1.78529026e-17     2.226363    0.000000    sinfoni
 8.76388268e-16   1.78453263e-17     2.226615    0.000000    sinfoni
 8.87695722e-16   1.78799918e-17     2.226866    0.000000    sinfoni
 8.97789490e-16   1.82241821e-17     2.227118    0.000000    sinfoni
 9.11348054e-16   1.75123122e-17     2.227370    0.000000    sinfoni
 8.56578365e-16   1.75266903e-17     2.227621    0.000000    sinfoni
 8.79179340e-16   1.75000107e-17     2.227873    0.000000    sinfoni
 8.78992248e-16   1.74604908e-17     2.228125    0.000000    sinfoni
 8.97672662e-16   1.74755288e-17     2.228376    0.000000    sinfoni
 8.76633500e-16   1.73652050e-17     2.228628    0.000000    sinfoni
 8.50901785e-16   1.73197754e-17     2.228880    0.000000    sinfoni
 8.55178684e-16   1.73585640e-17     2.229131    0.000000    sinfoni
 8.95459449e-16   1.72942708e-17     2.229383    0.000000    sinfoni
 8.95886531e-16   1.73288529e-17     2.229634    0.000000    sinfoni
 8.75614497e-16   1.71542997e-17     2.229886    0.000000    sinfoni
 8.72943060e-16   1.71931545e-17     2.230138    0.000000    sinfoni
 8.86978588e-16   1.75067614e-17     2.230390    0.000000    sinfoni
 9.20162463e-16   1.82201660e-17     2.230641    0.000000    sinfoni
 9.56996437e-16   1.93351064e-17     2.230893    0.000000    sinfoni
 9.45549556e-16   2.03427900e-17     2.231145    0.000000    sinfoni
 9.11244478e-16   1.95014994e-17     2.231396    0.000000    sinfoni
 9.08950643e-16   1.82746503e-17     2.231648    0.000000    sinfoni
 8.88397912e-16   1.80901133e-17     2.231900    0.000000    sinfoni
 8.83303953e-16   1.84137324e-17     2.232152    0.000000    sinfoni
 8.79100032e-16   1.80809535e-17     2.232403    0.000000    sinfoni
 9.15884632e-16   1.77251713e-17     2.232655    0.000000    sinfoni
 8.74597630e-16   1.75177348e-17     2.232907    0.000000    sinfoni
 8.71720585e-16   1.73958877e-17     2.233158    0.000000    sinfoni
 8.78208767e-16   1.80660176e-17     2.233410    0.000000    sinfoni
 8.92513585e-16   1.76463026e-17     2.233662    0.000000    sinfoni
 8.73741470e-16   1.73564278e-17     2.233913    0.000000    sinfoni
 8.79882232e-16   1.74707982e-17     2.234165    0.000000    sinfoni
 8.79567208e-16   1.85479598e-17     2.234417    0.000000    sinfoni
 8.76369461e-16   1.73536510e-17     2.234669    0.000000    sinfoni
 8.68492394e-16   1.75070220e-17     2.234920    0.000000    sinfoni
 8.77245262e-16   1.73678101e-17     2.235172    0.000000    sinfoni
 8.40978828e-16   1.73756445e-17     2.235424    0.000000    sinfoni
 8.39319096e-16   1.75223823e-17     2.235676    0.000000    sinfoni
 8.60340060e-16   1.75977776e-17     2.235927    0.000000    sinfoni
 8.74795660e-16   1.78071188e-17     2.236179    0.000000    sinfoni
 8.55257528e-16   1.78743822e-17     2.236431    0.000000    sinfoni
 8.81251430e-16   1.75574731e-17     2.236683    0.000000    sinfoni
 9.24167413e-16   1.74725111e-17     2.236934    0.000000    sinfoni
 9.16414177e-16   1.76828719e-17     2.237186    0.000000    sinfoni
 9.20231884e-16   1.81178758e-17     2.237438    0.000000    sinfoni
 9.10334174e-16   1.81704112e-17     2.237690    0.000000    sinfoni
 9.04939130e-16   1.77790550e-17     2.237942    0.000000    sinfoni
 8.78697713e-16   1.72806002e-17     2.238193    0.000000    sinfoni
 8.97524281e-16   1.68323963e-17     2.238445    0.000000    sinfoni
 8.93010724e-16   1.73185825e-17     2.238697    0.000000    sinfoni
 8.86210583e-16   1.72606728e-17     2.238949    0.000000    sinfoni
 8.72222444e-16   1.71428538e-17     2.239200    0.000000    sinfoni
 9.05247452e-16   1.74316246e-17     2.239452    0.000000    sinfoni
 9.28555045e-16   1.74520538e-17     2.239704    0.000000    sinfoni
 9.13224488e-16   1.76612899e-17     2.239956    0.000000    sinfoni
 9.19733089e-16   1.81564923e-17     2.240208    0.000000    sinfoni
 9.11555268e-16   1.80893730e-17     2.240460    0.000000    sinfoni
 9.27018225e-16   1.82617882e-17     2.240711    0.000000    sinfoni
 9.10102304e-16   1.82603509e-17     2.240963    0.000000    sinfoni
 9.19740907e-16   1.81111502e-17     2.241215    0.000000    sinfoni
 9.15088739e-16   1.83238509e-17     2.241467    0.000000    sinfoni
 8.94399677e-16   1.86574996e-17     2.241718    0.000000    sinfoni
 8.47664997e-16   1.83968423e-17     2.241970    0.000000    sinfoni
 9.05400892e-16   1.75804200e-17     2.242222    0.000000    sinfoni
 9.08844989e-16   1.74728410e-17     2.242474    0.000000    sinfoni
 8.63322132e-16   1.74497353e-17     2.242726    0.000000    sinfoni
 8.75421616e-16   1.71836072e-17     2.242978    0.000000    sinfoni
 8.88149754e-16   1.74081954e-17     2.243229    0.000000    sinfoni
 8.67852489e-16   1.76665316e-17     2.243481    0.000000    sinfoni
 8.57598724e-16   1.79746617e-17     2.243733    0.000000    sinfoni
 9.05231624e-16   1.80629009e-17     2.243985    0.000000    sinfoni
 8.81931246e-16   1.78389166e-17     2.244237    0.000000    sinfoni
 8.93187864e-16   1.71523430e-17     2.244489    0.000000    sinfoni
 8.66151798e-16   1.69597007e-17     2.244741    0.000000    sinfoni
 8.91287295e-16   1.71258022e-17     2.244993    0.000000    sinfoni
 9.17123368e-16   1.71174709e-17     2.245244    0.000000    sinfoni
 9.45672548e-16   1.74620666e-17     2.245496    0.000000    sinfoni
 9.59125443e-16   1.83677989e-17     2.245749    0.000000    sinfoni
 9.34654376e-16   1.83623073e-17     2.246000    0.000000    sinfoni
 9.19251539e-16   1.80756610e-17     2.246252    0.000000    sinfoni
 8.86950290e-16   1.77276226e-17     2.246504    0.000000    sinfoni
 8.73520067e-16   1.81804855e-17     2.246756    0.000000    sinfoni
 9.07041345e-16   1.87817854e-17     2.247008    0.000000    sinfoni
 8.89567627e-16   1.79913754e-17     2.247260    0.000000    sinfoni
 8.72882323e-16   1.73246617e-17     2.247512    0.000000    sinfoni
 8.76824989e-16   1.73543864e-17     2.247764    0.000000    sinfoni
 8.93474494e-16   1.73839706e-17     2.248016    0.000000    sinfoni
 8.89713747e-16   1.73284586e-17     2.248268    0.000000    sinfoni
 8.93653778e-16   1.72724009e-17     2.248519    0.000000    sinfoni
 9.38107451e-16   1.76514007e-17     2.248771    0.000000    sinfoni
 9.38643057e-16   1.76484852e-17     2.249023    0.000000    sinfoni
 9.03833090e-16   1.74116764e-17     2.249275    0.000000    sinfoni
 8.79915849e-16   1.74892224e-17     2.249527    0.000000    sinfoni
 8.81369418e-16   1.73065967e-17     2.249779    0.000000    sinfoni
 8.62203155e-16   1.72400025e-17     2.250031    0.000000    sinfoni
 8.39402353e-16   1.74321507e-17     2.250283    0.000000    sinfoni
 8.76065449e-16   1.75097992e-17     2.250535    0.000000    sinfoni
 9.00039728e-16   1.75264752e-17     2.250787    0.000000    sinfoni
 9.10183391e-16   1.74487331e-17     2.251039    0.000000    sinfoni
 9.38774929e-16   1.78433690e-17     2.251291    0.000000    sinfoni
 9.27238294e-16   1.82858123e-17     2.251543    0.000000    sinfoni
 8.72429036e-16   1.80350158e-17     2.251795    0.000000    sinfoni
 8.80709791e-16   1.78860753e-17     2.252047    0.000000    sinfoni
 9.08483897e-16   1.79379477e-17     2.252299    0.000000    sinfoni
 9.09538757e-16   1.75478696e-17     2.252551    0.000000    sinfoni
 8.77926113e-16   1.77192157e-17     2.252803    0.000000    sinfoni
 9.20280573e-16   1.81445421e-17     2.253055    0.000000    sinfoni
 9.01037455e-16   1.79488992e-17     2.253307    0.000000    sinfoni
 9.04190984e-16   1.78875589e-17     2.253559    0.000000    sinfoni
 8.86250949e-16   1.82591153e-17     2.253811    0.000000    sinfoni
 8.71693288e-16   1.77475015e-17     2.254063    0.000000    sinfoni
 8.69790025e-16   1.75457287e-17     2.254315    0.000000    sinfoni
 8.48170927e-16   1.73606560e-17     2.254567    0.000000    sinfoni
 8.49070714e-16   1.71083855e-17     2.254819    0.000000    sinfoni
 8.46564897e-16   1.70487939e-17     2.255071    0.000000    sinfoni
 8.79261594e-16   1.76885001e-17     2.255323    0.000000    sinfoni
 8.96185196e-16   1.78859989e-17     2.255575    0.000000    sinfoni
 8.78447056e-16   1.77181824e-17     2.255827    0.000000    sinfoni
 8.85013028e-16   1.72278980e-17     2.256079    0.000000    sinfoni
 8.80139844e-16   1.76104389e-17     2.256331    0.000000    sinfoni
 9.06927529e-16   1.84381571e-17     2.256583    0.000000    sinfoni
 9.31052301e-16   1.86932611e-17     2.256835    0.000000    sinfoni
 9.14887096e-16   1.78261436e-17     2.257087    0.000000    sinfoni
 8.84195933e-16   1.74021103e-17     2.257339    0.000000    sinfoni
 8.42862903e-16   1.72286927e-17     2.257591    0.000000    sinfoni
 8.20500702e-16   1.70176029e-17     2.257843    0.000000    sinfoni
 8.58662802e-16   1.71997857e-17     2.258095    0.000000    sinfoni
 8.84841954e-16   1.74625161e-17     2.258348    0.000000    sinfoni
 8.97581932e-16   1.71673400e-17     2.258600    0.000000    sinfoni
 9.44145208e-16   1.71215580e-17     2.258852    0.000000    sinfoni
 9.32526571e-16   1.71195805e-17     2.259104    0.000000    sinfoni
 8.84491259e-16   1.70166665e-17     2.259355    0.000000    sinfoni
 8.90322045e-16   1.71560021e-17     2.259608    0.000000    sinfoni
 8.99090523e-16   1.76407654e-17     2.259860    0.000000    sinfoni
 8.83551882e-16   1.74670265e-17     2.260112    0.000000    sinfoni
 8.70132905e-16   1.71694908e-17     2.260364    0.000000    sinfoni
 8.77073390e-16   1.76135678e-17     2.260616    0.000000    sinfoni
 8.95185175e-16   1.85297223e-17     2.260868    0.000000    sinfoni
 9.09335035e-16   1.81687759e-17     2.261121    0.000000    sinfoni
 8.51184772e-16   1.79964780e-17     2.261372    0.000000    sinfoni
 8.82369230e-16   1.88513589e-17     2.261625    0.000000    sinfoni
 8.82782018e-16   1.86845527e-17     2.261877    0.000000    sinfoni
 8.73450136e-16   1.84126418e-17     2.262129    0.000000    sinfoni
 8.89944253e-16   1.80610631e-17     2.262381    0.000000    sinfoni
 8.80288431e-16   1.70935670e-17     2.262633    0.000000    sinfoni
 8.97196544e-16   1.67260389e-17     2.262885    0.000000    sinfoni
 8.46528896e-16   1.68697218e-17     2.263138    0.000000    sinfoni
 8.42311177e-16   1.77284268e-17     2.263389    0.000000    sinfoni
 8.88354566e-16   1.78918910e-17     2.263642    0.000000    sinfoni
 8.50430689e-16   1.74161539e-17     2.263894    0.000000    sinfoni
 8.59556164e-16   1.73747357e-17     2.264146    0.000000    sinfoni
 8.39784949e-16   1.75402307e-17     2.264398    0.000000    sinfoni
 8.46106634e-16   1.85571503e-17     2.264651    0.000000    sinfoni
 8.77651184e-16   1.80867399e-17     2.264903    0.000000    sinfoni
 8.97893966e-16   1.74694080e-17     2.265155    0.000000    sinfoni
 8.82413071e-16   1.70322782e-17     2.265407    0.000000    sinfoni
 8.81851104e-16   1.67765133e-17     2.265659    0.000000    sinfoni
 8.85511464e-16   1.67504649e-17     2.265911    0.000000    sinfoni
 9.03528755e-16   1.69524943e-17     2.266163    0.000000    sinfoni
 8.67081069e-16   1.68721601e-17     2.266416    0.000000    sinfoni
 8.52306394e-16   1.70005838e-17     2.266668    0.000000    sinfoni
 8.88812908e-16   1.71339860e-17     2.266920    0.000000    sinfoni
 8.88944124e-16   1.72122356e-17     2.267172    0.000000    sinfoni
 8.65795446e-16   1.71867352e-17     2.267425    0.000000    sinfoni
 8.58117057e-16   1.74450614e-17     2.267677    0.000000    sinfoni
 8.78030550e-16   1.76752527e-17     2.267929    0.000000    sinfoni
 9.00001400e-16   1.84894536e-17     2.268181    0.000000    sinfoni
 8.90684845e-16   1.95144808e-17     2.268433    0.000000    sinfoni
 8.63061365e-16   1.89161820e-17     2.268685    0.000000    sinfoni
 8.54186711e-16   1.79335918e-17     2.268938    0.000000    sinfoni
 8.70315408e-16   1.71680233e-17     2.269190    0.000000    sinfoni
 8.86495761e-16   1.70211637e-17     2.269442    0.000000    sinfoni
 8.79281627e-16   1.69261139e-17     2.269695    0.000000    sinfoni
 8.93764389e-16   1.75380573e-17     2.269947    0.000000    sinfoni
 8.64655364e-16   1.81022180e-17     2.270199    0.000000    sinfoni
 8.48894427e-16   1.71477074e-17     2.270451    0.000000    sinfoni
 8.79732632e-16   1.65387311e-17     2.270703    0.000000    sinfoni
 8.66823629e-16   1.66193177e-17     2.270956    0.000000    sinfoni
 9.04794487e-16   1.70542503e-17     2.271208    0.000000    sinfoni
 8.94846528e-16   1.71018301e-17     2.271460    0.000000    sinfoni
 8.61042968e-16   1.70246893e-17     2.271713    0.000000    sinfoni
 8.40565241e-16   1.71931843e-17     2.271965    0.000000    sinfoni
 8.19668187e-16   1.80749507e-17     2.272217    0.000000    sinfoni
 8.43469794e-16   1.77608428e-17     2.272469    0.000000    sinfoni
 8.73480433e-16   1.69737705e-17     2.272722    0.000000    sinfoni
 8.64741773e-16   1.67045807e-17     2.272974    0.000000    sinfoni
 8.59484249e-16   1.70458597e-17     2.273226    0.000000    sinfoni
 8.57405754e-16   1.72148187e-17     2.273478    0.000000    sinfoni
 8.79347053e-16   1.68133285e-17     2.273731    0.000000    sinfoni
 8.51717126e-16   1.67893318e-17     2.273983    0.000000    sinfoni
 8.56274242e-16   1.70455109e-17     2.274235    0.000000    sinfoni
 8.37022773e-16   1.73628790e-17     2.274488    0.000000    sinfoni
 8.47458664e-16   1.76663328e-17     2.274740    0.000000    sinfoni
 9.28102879e-16   1.77518348e-17     2.274992    0.000000    sinfoni
 9.33837449e-16   1.92535544e-17     2.275245    0.000000    sinfoni
 9.17293062e-16   2.00008529e-17     2.275497    0.000000    sinfoni
 9.14376218e-16   1.95113132e-17     2.275749    0.000000    sinfoni
 8.71700276e-16   1.78285219e-17     2.276002    0.000000    sinfoni
 8.34474107e-16   1.77736211e-17     2.276254    0.000000    sinfoni
 8.80850606e-16   1.74052000e-17     2.276507    0.000000    sinfoni
 8.91779641e-16   1.76610922e-17     2.276759    0.000000    sinfoni
 9.09367012e-16   1.80205213e-17     2.277011    0.000000    sinfoni
 9.16287214e-16   1.73661736e-17     2.277264    0.000000    sinfoni
 8.98806469e-16   1.68913647e-17     2.277516    0.000000    sinfoni
 8.71934128e-16   1.67225216e-17     2.277768    0.000000    sinfoni
 8.71902759e-16   1.70819279e-17     2.278020    0.000000    sinfoni
 8.87789136e-16   1.68283116e-17     2.278273    0.000000    sinfoni
 8.47728114e-16   1.67945821e-17     2.278525    0.000000    sinfoni
 8.63134102e-16   1.67026070e-17     2.278777    0.000000    sinfoni
 8.66267673e-16   1.66737178e-17     2.279030    0.000000    sinfoni
 8.66598228e-16   1.64923762e-17     2.279282    0.000000    sinfoni
 8.80136734e-16   1.65248615e-17     2.279535    0.000000    sinfoni
 8.96451537e-16   1.65182260e-17     2.279787    0.000000    sinfoni
 8.62526385e-16   1.67608800e-17     2.280039    0.000000    sinfoni
 8.08799278e-16   1.75487777e-17     2.280292    0.000000    sinfoni
 8.11744400e-16   1.80634655e-17     2.280544    0.000000    sinfoni
 7.88687818e-16   1.74623924e-17     2.280797    0.000000    sinfoni
 8.42773034e-16   1.68342628e-17     2.281049    0.000000    sinfoni
 9.00778606e-16   1.70963995e-17     2.281302    0.000000    sinfoni
 8.99079472e-16   1.70724150e-17     2.281554    0.000000    sinfoni
 8.97720046e-16   1.68781112e-17     2.281806    0.000000    sinfoni
 8.94024998e-16   1.67141306e-17     2.282059    0.000000    sinfoni
 8.95618891e-16   1.76468532e-17     2.282311    0.000000    sinfoni
 9.05702459e-16   1.91265270e-17     2.282563    0.000000    sinfoni
 8.65468821e-16   1.99742464e-17     2.282816    0.000000    sinfoni
 8.40932278e-16   1.78467420e-17     2.283069    0.000000    sinfoni
 8.35612936e-16   1.68738204e-17     2.283321    0.000000    sinfoni
 8.75624272e-16   1.73399284e-17     2.283573    0.000000    sinfoni
 8.49400338e-16   1.85129206e-17     2.283826    0.000000    sinfoni
 8.64293462e-16   1.76289019e-17     2.284078    0.000000    sinfoni
 8.38304353e-16   1.66912945e-17     2.284331    0.000000    sinfoni
 8.21276688e-16   1.66114379e-17     2.284583    0.000000    sinfoni
 8.65984570e-16   1.71142063e-17     2.284836    0.000000    sinfoni
 8.79646963e-16   1.78915520e-17     2.285088    0.000000    sinfoni
 9.05867153e-16   1.77992905e-17     2.285341    0.000000    sinfoni
 8.98058089e-16   1.70909988e-17     2.285593    0.000000    sinfoni
 8.56494029e-16   1.66889848e-17     2.285846    0.000000    sinfoni
 8.94889718e-16   1.66932706e-17     2.286098    0.000000    sinfoni
 8.98228145e-16   1.70325579e-17     2.286351    0.000000    sinfoni
 9.11490113e-16   1.71287411e-17     2.286603    0.000000    sinfoni
 8.91522861e-16   1.68460346e-17     2.286855    0.000000    sinfoni
 8.82985968e-16   1.65614705e-17     2.287108    0.000000    sinfoni
 9.00198974e-16   1.67269342e-17     2.287360    0.000000    sinfoni
 8.87297797e-16   1.69135659e-17     2.287613    0.000000    sinfoni
