# YSES-1b SINFONI emission data from Zhang et al. (2021), Nat, 595.

# The @DEPTH_UNITS defines the spectrum and uncert units
# (none, percent, ppt, ppm, f_lambda), with f_lambda => W m⁻² μm⁻¹
@DEPTH_UNITS
f_lambda

# The @DATA flag sets the data
# flux            flux_err         wavelength  half_width    instrument
@DATA
 8.98920792e-16   1.66702466e-17     2.287866    0.000000    sinfoni
 9.23439170e-16   1.68740231e-17     2.288118    0.000000    sinfoni
 8.94761049e-16   1.67302617e-17     2.288370    0.000000    sinfoni
 8.50261935e-16   1.65235434e-17     2.288623    0.000000    sinfoni
 8.51135579e-16   1.77759106e-17     2.288876    0.000000    sinfoni
 8.52869469e-16   1.73978815e-17     2.289128    0.000000    sinfoni
 8.87145657e-16   1.87647178e-17     2.289381    0.000000    sinfoni
 8.86320996e-16   1.90560627e-17     2.289633    0.000000    sinfoni
 8.87804770e-16   1.90652851e-17     2.289886    0.000000    sinfoni
 9.08962741e-16   1.85143751e-17     2.290138    0.000000    sinfoni
 8.98901909e-16   1.73233496e-17     2.290391    0.000000    sinfoni
 9.14803618e-16   1.70153895e-17     2.290643    0.000000    sinfoni
 9.28351863e-16   1.74904199e-17     2.290896    0.000000    sinfoni
 9.12508821e-16   1.72363502e-17     2.291149    0.000000    sinfoni
 8.74072234e-16   1.69837671e-17     2.291401    0.000000    sinfoni
 8.36156293e-16   1.67657247e-17     2.291653    0.000000    sinfoni
 8.19200354e-16   1.71731248e-17     2.291906    0.000000    sinfoni
 8.35322692e-16   1.78258349e-17     2.292159    0.000000    sinfoni
 8.74682342e-16   1.79543194e-17     2.292411    0.000000    sinfoni
 8.74653396e-16   1.70295566e-17     2.292664    0.000000    sinfoni
 8.28085367e-16   1.64651677e-17     2.292917    0.000000    sinfoni
 8.01547892e-16   1.63887625e-17     2.293169    0.000000    sinfoni
 7.19892765e-16   1.64059771e-17     2.293422    0.000000    sinfoni
 6.25573036e-16   1.66969480e-17     2.293674    0.000000    sinfoni
 6.61785624e-16   1.62207742e-17     2.293927    0.000000    sinfoni
 6.78695014e-16   1.59034635e-17     2.294180    0.000000    sinfoni
 6.96359227e-16   1.63399613e-17     2.294432    0.000000    sinfoni
 6.96675463e-16   1.71590266e-17     2.294685    0.000000    sinfoni
 6.87136619e-16   1.71761887e-17     2.294937    0.000000    sinfoni
 6.93141120e-16   1.70832718e-17     2.295190    0.000000    sinfoni
 7.08436418e-16   1.75784171e-17     2.295443    0.000000    sinfoni
 7.18105935e-16   1.76101078e-17     2.295695    0.000000    sinfoni
 7.34809813e-16   1.76161966e-17     2.295948    0.000000    sinfoni
 7.16295790e-16   1.77700707e-17     2.296200    0.000000    sinfoni
 7.06986849e-16   1.74927321e-17     2.296453    0.000000    sinfoni
 7.34129650e-16   1.64370227e-17     2.296706    0.000000    sinfoni
 8.06651645e-16   1.61661216e-17     2.296959    0.000000    sinfoni
 7.85008177e-16   1.61251759e-17     2.297211    0.000000    sinfoni
 8.23937812e-16   1.65013816e-17     2.297464    0.000000    sinfoni
 7.75299247e-16   1.66589585e-17     2.297716    0.000000    sinfoni
 7.37364155e-16   1.73756642e-17     2.297969    0.000000    sinfoni
 7.50212662e-16   1.86617492e-17     2.298222    0.000000    sinfoni
 7.55535097e-16   1.85806311e-17     2.298475    0.000000    sinfoni
 8.16205898e-16   1.79666474e-17     2.298727    0.000000    sinfoni
 7.83503229e-16   1.70198979e-17     2.298980    0.000000    sinfoni
 7.65925271e-16   1.73587216e-17     2.299232    0.000000    sinfoni
 8.12442730e-16   1.67450004e-17     2.299485    0.000000    sinfoni
 7.78758828e-16   1.67948992e-17     2.299738    0.000000    sinfoni
 8.05786519e-16   1.81173769e-17     2.299991    0.000000    sinfoni
 8.28061429e-16   1.79884355e-17     2.300243    0.000000    sinfoni
 7.61782815e-16   1.79288973e-17     2.300496    0.000000    sinfoni
 7.72223124e-16   1.74540110e-17     2.300749    0.000000    sinfoni
 7.77075477e-16   1.67324647e-17     2.301001    0.000000    sinfoni
 7.21190593e-16   1.61199752e-17     2.301254    0.000000    sinfoni
 7.57413619e-16   1.62183530e-17     2.301507    0.000000    sinfoni
 8.42037217e-16   1.65481474e-17     2.301760    0.000000    sinfoni
 8.19011842e-16   1.70526928e-17     2.302012    0.000000    sinfoni
 8.31521465e-16   1.70073643e-17     2.302265    0.000000    sinfoni
 8.42496037e-16   1.70640495e-17     2.302518    0.000000    sinfoni
 7.74031038e-16   1.66161017e-17     2.302771    0.000000    sinfoni
 7.47671777e-16   1.66519887e-17     2.303023    0.000000    sinfoni
 7.98776558e-16   1.74274569e-17     2.303276    0.000000    sinfoni
 7.95675308e-16   1.79515734e-17     2.303529    0.000000    sinfoni
 7.61330557e-16   1.75060780e-17     2.303781    0.000000    sinfoni
 8.11764778e-16   1.73536089e-17     2.304034    0.000000    sinfoni
 8.86596665e-16   1.83644438e-17     2.304287    0.000000    sinfoni
 8.74767996e-16   1.79070235e-17     2.304540    0.000000    sinfoni
 7.66614138e-16   1.72429514e-17     2.304793    0.000000    sinfoni
 7.90231369e-16   1.64612803e-17     2.305046    0.000000    sinfoni
 7.97779078e-16   1.70635916e-17     2.305298    0.000000    sinfoni
 7.56879013e-16   1.64652125e-17     2.305551    0.000000    sinfoni
 7.34691838e-16   1.62410715e-17     2.305804    0.000000    sinfoni
 8.22933825e-16   1.65282668e-17     2.306056    0.000000    sinfoni
 8.26340602e-16   1.67499800e-17     2.306309    0.000000    sinfoni
 7.72637156e-16   1.61042772e-17     2.306562    0.000000    sinfoni
 7.68219392e-16   1.59698232e-17     2.306815    0.000000    sinfoni
 8.45737217e-16   1.64620193e-17     2.307068    0.000000    sinfoni
 8.14856894e-16   1.78950813e-17     2.307321    0.000000    sinfoni
 7.53399740e-16   1.68959096e-17     2.307574    0.000000    sinfoni
 7.50958227e-16   1.62838726e-17     2.307826    0.000000    sinfoni
 8.40394517e-16   1.63123557e-17     2.308079    0.000000    sinfoni
 8.62845270e-16   1.65122267e-17     2.308332    0.000000    sinfoni
 8.40065314e-16   1.64265040e-17     2.308585    0.000000    sinfoni
 7.80569844e-16   1.61924418e-17     2.308838    0.000000    sinfoni
 7.61350658e-16   1.61855253e-17     2.309090    0.000000    sinfoni
 8.23732767e-16   1.62873055e-17     2.309343    0.000000    sinfoni
 7.92625039e-16   1.61740231e-17     2.309596    0.000000    sinfoni
 7.48986622e-16   1.61193565e-17     2.309849    0.000000    sinfoni
 7.58331300e-16   1.59397169e-17     2.310102    0.000000    sinfoni
 8.11440155e-16   1.58683448e-17     2.310355    0.000000    sinfoni
 8.21480432e-16   1.57842798e-17     2.310607    0.000000    sinfoni
 7.95827926e-16   1.56361195e-17     2.310860    0.000000    sinfoni
 7.27128914e-16   1.53226198e-17     2.311113    0.000000    sinfoni
 7.22715710e-16   1.55375093e-17     2.311366    0.000000    sinfoni
 7.43126862e-16   1.55969225e-17     2.311619    0.000000    sinfoni
 7.91622522e-16   1.59047297e-17     2.311872    0.000000    sinfoni
 7.95080848e-16   1.62762634e-17     2.312125    0.000000    sinfoni
 7.62967572e-16   1.60280851e-17     2.312378    0.000000    sinfoni
 7.94357240e-16   1.58380123e-17     2.312630    0.000000    sinfoni
 8.24981528e-16   1.57924426e-17     2.312883    0.000000    sinfoni
 8.07099788e-16   1.58004691e-17     2.313137    0.000000    sinfoni
 8.32166363e-16   1.58271643e-17     2.313389    0.000000    sinfoni
 7.79473162e-16   1.54437053e-17     2.313642    0.000000    sinfoni
 7.58995987e-16   1.55534267e-17     2.313895    0.000000    sinfoni
 7.72678980e-16   1.55226718e-17     2.314148    0.000000    sinfoni
 7.83465332e-16   1.55080611e-17     2.314401    0.000000    sinfoni
 7.50152419e-16   1.54686197e-17     2.314654    0.000000    sinfoni
 7.23971957e-16   1.55085584e-17     2.314907    0.000000    sinfoni
 7.61902576e-16   1.56520501e-17     2.315160    0.000000    sinfoni
 8.13861975e-16   1.59626376e-17     2.315413    0.000000    sinfoni
 8.07364060e-16   1.66418714e-17     2.315666    0.000000    sinfoni
 7.80590130e-16   1.75123879e-17     2.315919    0.000000    sinfoni
 7.19756978e-16   1.78334801e-17     2.316172    0.000000    sinfoni
 6.79409685e-16   1.93380677e-17     2.316424    0.000000    sinfoni
 7.58765231e-16   2.20412908e-17     2.316677    0.000000    sinfoni
 7.83860736e-16   2.29368755e-17     2.316930    0.000000    sinfoni
 8.03068268e-16   2.09589474e-17     2.317184    0.000000    sinfoni
 7.57737492e-16   1.94438851e-17     2.317436    0.000000    sinfoni
 7.00638637e-16   1.97307390e-17     2.317689    0.000000    sinfoni
 7.59343741e-16   1.88496299e-17     2.317942    0.000000    sinfoni
 7.69911430e-16   1.81703377e-17     2.318195    0.000000    sinfoni
 7.91105983e-16   1.82116970e-17     2.318448    0.000000    sinfoni
 8.34326449e-16   1.78993898e-17     2.318701    0.000000    sinfoni
 7.80680161e-16   1.69202585e-17     2.318954    0.000000    sinfoni
 7.60269093e-16   1.68371768e-17     2.319207    0.000000    sinfoni
 8.00437393e-16   1.73512023e-17     2.319460    0.000000    sinfoni
 8.26106094e-16   1.72033332e-17     2.319713    0.000000    sinfoni
 8.34219656e-16   1.68548543e-17     2.319966    0.000000    sinfoni
 7.91478366e-16   1.65575931e-17     2.320219    0.000000    sinfoni
 7.27981229e-16   1.65934464e-17     2.320472    0.000000    sinfoni
 7.31311379e-16   1.64426075e-17     2.320725    0.000000    sinfoni
 7.73430208e-16   1.64713851e-17     2.320978    0.000000    sinfoni
 7.60487738e-16   1.63781461e-17     2.321231    0.000000    sinfoni
 7.88770920e-16   1.67790165e-17     2.321484    0.000000    sinfoni
 7.77318649e-16   1.72953480e-17     2.321737    0.000000    sinfoni
 7.13654089e-16   1.65623442e-17     2.321991    0.000000    sinfoni
 7.06750175e-16   1.62078104e-17     2.322244    0.000000    sinfoni
 6.89069745e-16   1.62413110e-17     2.322497    0.000000    sinfoni
 6.21886530e-16   1.59800536e-17     2.322750    0.000000    sinfoni
 6.03103805e-16   1.56891428e-17     2.323003    0.000000    sinfoni
 6.03844201e-16   1.53384830e-17     2.323256    0.000000    sinfoni
 6.27703489e-16   1.53540681e-17     2.323509    0.000000    sinfoni
 6.57751359e-16   1.56550845e-17     2.323762    0.000000    sinfoni
 7.02481398e-16   1.54885188e-17     2.324015    0.000000    sinfoni
 7.42897485e-16   1.56605261e-17     2.324268    0.000000    sinfoni
 7.38443959e-16   1.56660288e-17     2.324521    0.000000    sinfoni
 7.13718911e-16   1.56755025e-17     2.324774    0.000000    sinfoni
 7.03555473e-16   1.58701609e-17     2.325028    0.000000    sinfoni
 7.06897321e-16   1.65968102e-17     2.325281    0.000000    sinfoni
 7.35187468e-16   1.61099452e-17     2.325534    0.000000    sinfoni
 6.52435333e-16   1.52397338e-17     2.325787    0.000000    sinfoni
 6.44222485e-16   1.55194658e-17     2.326040    0.000000    sinfoni
 6.80760037e-16   1.61333247e-17     2.326293    0.000000    sinfoni
 7.30345112e-16   1.59440436e-17     2.326546    0.000000    sinfoni
 7.02777588e-16   1.53924757e-17     2.326799    0.000000    sinfoni
 7.34468634e-16   1.52817348e-17     2.327052    0.000000    sinfoni
 7.44511446e-16   1.54350686e-17     2.327306    0.000000    sinfoni
 7.62237941e-16   1.55302778e-17     2.327559    0.000000    sinfoni
 7.12740413e-16   1.55290828e-17     2.327812    0.000000    sinfoni
 7.07442801e-16   1.60319261e-17     2.328065    0.000000    sinfoni
 7.01314579e-16   1.77629697e-17     2.328318    0.000000    sinfoni
 6.69724114e-16   1.72911328e-17     2.328571    0.000000    sinfoni
 6.84486861e-16   1.61155653e-17     2.328825    0.000000    sinfoni
 7.26420187e-16   1.58977540e-17     2.329078    0.000000    sinfoni
 7.48976383e-16   1.58429982e-17     2.329331    0.000000    sinfoni
 7.71761553e-16   1.55081960e-17     2.329584    0.000000    sinfoni
 7.71294257e-16   1.51851443e-17     2.329837    0.000000    sinfoni
 6.90897919e-16   1.49611085e-17     2.330090    0.000000    sinfoni
 6.52802543e-16   1.51426502e-17     2.330343    0.000000    sinfoni
 6.35380904e-16   1.53828694e-17     2.330597    0.000000    sinfoni
 6.82540410e-16   1.55929898e-17     2.330850    0.000000    sinfoni
 6.84764813e-16   1.57696558e-17     2.331103    0.000000    sinfoni
 7.25201336e-16   1.61508048e-17     2.331356    0.000000    sinfoni
 7.05084446e-16   1.66998980e-17     2.331610    0.000000    sinfoni
 6.81409444e-16   1.62893424e-17     2.331863    0.000000    sinfoni
 7.34096248e-16   1.62444801e-17     2.332116    0.000000    sinfoni
 7.75974137e-16   1.60084171e-17     2.332369    0.000000    sinfoni
 7.49647577e-16   1.59536280e-17     2.332622    0.000000    sinfoni
 7.39063856e-16   1.56948017e-17     2.332875    0.000000    sinfoni
 7.56253227e-16   1.54744825e-17     2.333129    0.000000    sinfoni
 7.49588577e-16   1.56977342e-17     2.333382    0.000000    sinfoni
 6.96173202e-16   1.55946023e-17     2.333635    0.000000    sinfoni
 7.11972127e-16   1.61892342e-17     2.333888    0.000000    sinfoni
 7.26526408e-16   1.58592013e-17     2.334142    0.000000    sinfoni
 7.21960398e-16   1.59400818e-17     2.334395    0.000000    sinfoni
 7.03101106e-16   1.64429822e-17     2.334648    0.000000    sinfoni
 6.93338972e-16   1.64158407e-17     2.334901    0.000000    sinfoni
 7.18443974e-16   1.58279981e-17     2.335155    0.000000    sinfoni
 6.91593927e-16   1.55316792e-17     2.335408    0.000000    sinfoni
 6.60807651e-16   1.58909243e-17     2.335661    0.000000    sinfoni
 7.37116466e-16   1.75585970e-17     2.335914    0.000000    sinfoni
 7.71945829e-16   1.67591101e-17     2.336168    0.000000    sinfoni
 7.35794610e-16   1.57735236e-17     2.336421    0.000000    sinfoni
 7.07004829e-16   1.56973721e-17     2.336674    0.000000    sinfoni
 7.09727044e-16   1.55514261e-17     2.336928    0.000000    sinfoni
 7.36246960e-16   1.56101482e-17     2.337181    0.000000    sinfoni
 7.34595573e-16   1.57334808e-17     2.337434    0.000000    sinfoni
 7.44802510e-16   1.59297166e-17     2.337688    0.000000    sinfoni
 6.95507194e-16   1.64899047e-17     2.337941    0.000000    sinfoni
 7.12594008e-16   1.68745739e-17     2.338194    0.000000    sinfoni
 7.07779477e-16   1.65498477e-17     2.338448    0.000000    sinfoni
 7.00460562e-16   1.63853730e-17     2.338701    0.000000    sinfoni
 7.02960046e-16   1.59187128e-17     2.338954    0.000000    sinfoni
 6.74653993e-16   1.56919425e-17     2.339208    0.000000    sinfoni
 6.92063504e-16   1.63655941e-17     2.339461    0.000000    sinfoni
 6.96842672e-16   1.77571187e-17     2.339714    0.000000    sinfoni
 6.80497591e-16   1.81155963e-17     2.339967    0.000000    sinfoni
 6.58905274e-16   1.76914142e-17     2.340221    0.000000    sinfoni
 6.84024743e-16   1.66743761e-17     2.340474    0.000000    sinfoni
 7.16816964e-16   1.68181927e-17     2.340728    0.000000    sinfoni
 7.14778464e-16   1.71092209e-17     2.340981    0.000000    sinfoni
 6.81383758e-16   1.72141540e-17     2.341234    0.000000    sinfoni
 6.86970556e-16   1.63924676e-17     2.341488    0.000000    sinfoni
 6.89876647e-16   1.62577586e-17     2.341741    0.000000    sinfoni
 7.14744194e-16   1.65290737e-17     2.341994    0.000000    sinfoni
 7.69630419e-16   1.64419994e-17     2.342248    0.000000    sinfoni
 7.59301659e-16   1.59380291e-17     2.342501    0.000000    sinfoni
 7.40570508e-16   1.60146549e-17     2.342754    0.000000    sinfoni
 7.46114289e-16   1.61075692e-17     2.343008    0.000000    sinfoni
 7.24876075e-16   1.65469516e-17     2.343261    0.000000    sinfoni
 6.66048331e-16   1.64046916e-17     2.343515    0.000000    sinfoni
 6.87631147e-16   1.59078318e-17     2.343768    0.000000    sinfoni
 7.08882098e-16   1.55073183e-17     2.344021    0.000000    sinfoni
 7.14793244e-16   1.56733704e-17     2.344275    0.000000    sinfoni
 6.65600079e-16   1.65311231e-17     2.344528    0.000000    sinfoni
 6.27713245e-16   1.68104503e-17     2.344782    0.000000    sinfoni
 6.34615579e-16   1.64478452e-17     2.345035    0.000000    sinfoni
 6.53211582e-16   1.63824726e-17     2.345289    0.000000    sinfoni
 6.94475297e-16   1.66249234e-17     2.345542    0.000000    sinfoni
 7.68083942e-16   1.62845426e-17     2.345796    0.000000    sinfoni
 7.63924543e-16   1.59153266e-17     2.346049    0.000000    sinfoni
 7.50196243e-16   1.67835786e-17     2.346303    0.000000    sinfoni
 7.13978201e-16   1.82500993e-17     2.346556    0.000000    sinfoni
 6.93410809e-16   1.62344976e-17     2.346809    0.000000    sinfoni
 7.26800201e-16   1.61027557e-17     2.347063    0.000000    sinfoni
 7.02853183e-16   1.69484783e-17     2.347316    0.000000    sinfoni
 7.07292072e-16   1.72406033e-17     2.347570    0.000000    sinfoni
 7.35216339e-16   1.77459112e-17     2.347823    0.000000    sinfoni
 7.30304482e-16   1.77727644e-17     2.348077    0.000000    sinfoni
 7.49947688e-16   1.74631350e-17     2.348330    0.000000    sinfoni
 7.58915436e-16   1.63327911e-17     2.348584    0.000000    sinfoni
 7.54053018e-16   1.63872353e-17     2.348837    0.000000    sinfoni
 7.39525470e-16   1.66901110e-17     2.349091    0.000000    sinfoni
 6.91490474e-16   1.64234820e-17     2.349344    0.000000    sinfoni
 6.18548083e-16   1.62746368e-17     2.349597    0.000000    sinfoni
 6.70976270e-16   1.63906246e-17     2.349851    0.000000    sinfoni
 7.19463107e-16   1.77469946e-17     2.350105    0.000000    sinfoni
 7.27375536e-16   1.87367172e-17     2.350358    0.000000    sinfoni
 6.79750043e-16   1.85212481e-17     2.350612    0.000000    sinfoni
 6.64944573e-16   1.79792624e-17     2.350865    0.000000    sinfoni
 6.94212147e-16   1.65161791e-17     2.351119    0.000000    sinfoni
 6.54287454e-16   1.70703331e-17     2.351372    0.000000    sinfoni
 6.54349311e-16   1.70139346e-17     2.351626    0.000000    sinfoni
 7.32502587e-16   1.68570714e-17     2.351879    0.000000    sinfoni
 6.93171159e-16   1.80531753e-17     2.352133    0.000000    sinfoni
 5.95620033e-16   1.82625245e-17     2.352386    0.000000    sinfoni
 5.56173185e-16   1.60781578e-17     2.352640    0.000000    sinfoni
 5.64779295e-16   1.59263759e-17     2.352894    0.000000    sinfoni
 6.22881600e-16   1.78217314e-17     2.353147    0.000000    sinfoni
 6.50081441e-16   1.82522019e-17     2.353401    0.000000    sinfoni
 6.39710634e-16   1.61124132e-17     2.353654    0.000000    sinfoni
 5.98296334e-16   1.61479763e-17     2.353908    0.000000    sinfoni
 5.65136626e-16   1.55035596e-17     2.354161    0.000000    sinfoni
 6.30031323e-16   1.54427203e-17     2.354415    0.000000    sinfoni
 6.80613527e-16   1.57435934e-17     2.354668    0.000000    sinfoni
 6.68191389e-16   1.56146278e-17     2.354922    0.000000    sinfoni
 6.60106839e-16   1.60648882e-17     2.355176    0.000000    sinfoni
 6.76205342e-16   1.64208788e-17     2.355429    0.000000    sinfoni
 7.02832989e-16   1.94588743e-17     2.355683    0.000000    sinfoni
 6.71797848e-16   1.93518067e-17     2.355937    0.000000    sinfoni
 6.52933403e-16   1.65502047e-17     2.356190    0.000000    sinfoni
 6.57659794e-16   1.51275639e-17     2.356444    0.000000    sinfoni
 6.72316202e-16   1.54376625e-17     2.356697    0.000000    sinfoni
 6.59847267e-16   1.53996090e-17     2.356951    0.000000    sinfoni
 7.07521046e-16   1.59385941e-17     2.357205    0.000000    sinfoni
 6.92067210e-16   1.52202221e-17     2.357458    0.000000    sinfoni
 6.51877559e-16   1.54538805e-17     2.357712    0.000000    sinfoni
 6.74330214e-16   1.62764270e-17     2.357966    0.000000    sinfoni
 6.78215365e-16   1.86287932e-17     2.358219    0.000000    sinfoni
 6.18056412e-16   2.01150599e-17     2.358473    0.000000    sinfoni
 6.36359825e-16   2.00749789e-17     2.358726    0.000000    sinfoni
 6.57067789e-16   1.61817934e-17     2.358980    0.000000    sinfoni
 6.35613914e-16   1.51718020e-17     2.359234    0.000000    sinfoni
 6.80000425e-16   1.47761319e-17     2.359488    0.000000    sinfoni
 7.09717109e-16   1.47851633e-17     2.359741    0.000000    sinfoni
 6.78656218e-16   1.47604859e-17     2.359995    0.000000    sinfoni
 6.64659529e-16   1.45561690e-17     2.360248    0.000000    sinfoni
 6.44621864e-16   1.44490433e-17     2.360502    0.000000    sinfoni
 6.58938474e-16   1.47086995e-17     2.360756    0.000000    sinfoni
 6.77523042e-16   1.48647233e-17     2.361010    0.000000    sinfoni
 6.14378179e-16   1.59169842e-17     2.361263    0.000000    sinfoni
 6.32902068e-16   1.72749862e-17     2.361517    0.000000    sinfoni
 6.54112847e-16   1.60072853e-17     2.361771    0.000000    sinfoni
 6.57293914e-16   1.49299633e-17     2.362024    0.000000    sinfoni
 6.54397508e-16   1.48031820e-17     2.362278    0.000000    sinfoni
 6.46679102e-16   1.53696247e-17     2.362532    0.000000    sinfoni
 6.71280175e-16   1.51404362e-17     2.362785    0.000000    sinfoni
 6.31878952e-16   1.45335341e-17     2.363039    0.000000    sinfoni
 6.36313567e-16   1.47495689e-17     2.363293    0.000000    sinfoni
 6.66737885e-16   1.57463792e-17     2.363547    0.000000    sinfoni
 6.92361440e-16   1.69294130e-17     2.363801    0.000000    sinfoni
 7.05784090e-16   1.62104141e-17     2.364054    0.000000    sinfoni
 6.92345130e-16   1.61287562e-17     2.364308    0.000000    sinfoni
 6.82671528e-16   1.52925248e-17     2.364562    0.000000    sinfoni
 6.69491596e-16   1.49697640e-17     2.364816    0.000000    sinfoni
 6.96659656e-16   1.48656703e-17     2.365069    0.000000    sinfoni
 6.79801316e-16   1.48709866e-17     2.365323    0.000000    sinfoni
 6.83438963e-16   1.48986254e-17     2.365577    0.000000    sinfoni
 7.27443606e-16   1.53823965e-17     2.365831    0.000000    sinfoni
 6.97847054e-16   1.62546517e-17     2.366084    0.000000    sinfoni
 7.08113774e-16   1.52008508e-17     2.366338    0.000000    sinfoni
 6.80950778e-16   1.51876669e-17     2.366592    0.000000    sinfoni
 6.61857316e-16   1.59049738e-17     2.366846    0.000000    sinfoni
 6.48673303e-16   1.74416898e-17     2.367100    0.000000    sinfoni
 6.34627760e-16   1.85307647e-17     2.367353    0.000000    sinfoni
 6.03837708e-16   1.72363996e-17     2.367607    0.000000    sinfoni
 5.97907841e-16   1.54332426e-17     2.367861    0.000000    sinfoni
 6.44487889e-16   1.60855097e-17     2.368115    0.000000    sinfoni
 6.92298852e-16   1.57668299e-17     2.368369    0.000000    sinfoni
 6.48864959e-16   1.60595906e-17     2.368623    0.000000    sinfoni
 6.37819807e-16   1.64495651e-17     2.368876    0.000000    sinfoni
 7.18574319e-16   1.60053242e-17     2.369130    0.000000    sinfoni
 6.99908297e-16   1.57312227e-17     2.369384    0.000000    sinfoni
 7.05095951e-16   1.68224968e-17     2.369638    0.000000    sinfoni
 7.17720026e-16   1.97054432e-17     2.369892    0.000000    sinfoni
 6.67036561e-16   2.45586208e-17     2.370146    0.000000    sinfoni
 6.31602124e-16   2.90395777e-17     2.370399    0.000000    sinfoni
 6.79560355e-16   2.57608841e-17     2.370653    0.000000    sinfoni
 7.35594871e-16   2.45806100e-17     2.370907    0.000000    sinfoni
 6.91400579e-16   2.58428617e-17     2.371161    0.000000    sinfoni
 6.46900100e-16   2.40680993e-17     2.371415    0.000000    sinfoni
 6.92668362e-16   2.04628158e-17     2.371669    0.000000    sinfoni
 7.11294778e-16   1.85854243e-17     2.371923    0.000000    sinfoni
 7.45812968e-16   1.81627191e-17     2.372176    0.000000    sinfoni
 6.99470264e-16   1.77966682e-17     2.372430    0.000000    sinfoni
 6.70503693e-16   1.76755868e-17     2.372684    0.000000    sinfoni
 6.60327985e-16   1.57532942e-17     2.372938    0.000000    sinfoni
 6.68042599e-16   1.53995025e-17     2.373192    0.000000    sinfoni
 6.85135257e-16   1.61666561e-17     2.373446    0.000000    sinfoni
 6.82001371e-16   1.58324307e-17     2.373700    0.000000    sinfoni
 6.84867353e-16   1.52389498e-17     2.373954    0.000000    sinfoni
 6.40125253e-16   1.52950246e-17     2.374208    0.000000    sinfoni
 6.94540342e-16   1.59886321e-17     2.374462    0.000000    sinfoni
 7.08934877e-16   1.65139642e-17     2.374715    0.000000    sinfoni
 6.75873574e-16   1.55480591e-17     2.374970    0.000000    sinfoni
 6.70032907e-16   1.54020120e-17     2.375224    0.000000    sinfoni
 6.43553416e-16   1.62049034e-17     2.375478    0.000000    sinfoni
 6.14843795e-16   1.59082463e-17     2.375731    0.000000    sinfoni
 6.78039593e-16   1.63699717e-17     2.375985    0.000000    sinfoni
 6.98422811e-16   1.77023534e-17     2.376239    0.000000    sinfoni
 6.49532359e-16   1.92397258e-17     2.376493    0.000000    sinfoni
 6.55058882e-16   1.82190867e-17     2.376747    0.000000    sinfoni
 6.48121704e-16   1.65907585e-17     2.377001    0.000000    sinfoni
 6.67047588e-16   1.59556268e-17     2.377255    0.000000    sinfoni
 7.31940816e-16   1.58903407e-17     2.377509    0.000000    sinfoni
 7.41841159e-16   1.73455260e-17     2.377763    0.000000    sinfoni
 6.53022154e-16   2.11513476e-17     2.378017    0.000000    sinfoni
 6.16224260e-16   1.73835377e-17     2.378271    0.000000    sinfoni
 6.14877784e-16   1.50708131e-17     2.378525    0.000000    sinfoni
 6.29497365e-16   1.48329549e-17     2.378779    0.000000    sinfoni
 6.53235242e-16   1.48079740e-17     2.379033    0.000000    sinfoni
 6.22419596e-16   1.51607669e-17     2.379287    0.000000    sinfoni
 6.25102234e-16   1.56074365e-17     2.379541    0.000000    sinfoni
 6.43255711e-16   1.64141281e-17     2.379795    0.000000    sinfoni
 6.84090704e-16   1.66419341e-17     2.380049    0.000000    sinfoni
 7.34582149e-16   1.69411324e-17     2.380303    0.000000    sinfoni
 6.79881543e-16   1.59295026e-17     2.380557    0.000000    sinfoni
 5.83343588e-16   1.50807378e-17     2.380812    0.000000    sinfoni
 5.94062837e-16   1.47879389e-17     2.381066    0.000000    sinfoni
 6.40277159e-16   1.47494090e-17     2.381320    0.000000    sinfoni
 6.58440254e-16   1.49170188e-17     2.381573    0.000000    sinfoni
 6.80907131e-16   1.49297012e-17     2.381828    0.000000    sinfoni
 6.57188344e-16   1.49480694e-17     2.382082    0.000000    sinfoni
 6.35137039e-16   1.51602047e-17     2.382336    0.000000    sinfoni
 5.99434593e-16   1.54183774e-17     2.382590    0.000000    sinfoni
 5.49211399e-16   1.74437584e-17     2.382844    0.000000    sinfoni
 5.56328298e-16   1.92486989e-17     2.383098    0.000000    sinfoni
 5.68892408e-16   1.77090210e-17     2.383352    0.000000    sinfoni
 5.55204714e-16   1.78329594e-17     2.383606    0.000000    sinfoni
 5.57747315e-16   2.23615791e-17     2.383860    0.000000    sinfoni
 5.87023021e-16   1.77226483e-17     2.384114    0.000000    sinfoni
 6.19959006e-16   1.64124550e-17     2.384368    0.000000    sinfoni
 6.40688572e-16   1.60478081e-17     2.384623    0.000000    sinfoni
 6.72823350e-16   1.48277189e-17     2.384877    0.000000    sinfoni
 6.83842553e-16   1.50322265e-17     2.385131    0.000000    sinfoni
 6.57695954e-16   1.53115564e-17     2.385385    0.000000    sinfoni
 6.27356360e-16   1.67825698e-17     2.385639    0.000000    sinfoni
 6.10331930e-16   1.91175381e-17     2.385893    0.000000    sinfoni
 6.63667103e-16   1.81518936e-17     2.386147    0.000000    sinfoni
 5.85808341e-16   1.64339432e-17     2.386401    0.000000    sinfoni
 5.63376145e-16   1.57283677e-17     2.386656    0.000000    sinfoni
 5.66159951e-16   1.50241213e-17     2.386910    0.000000    sinfoni
 5.78544975e-16   1.55981786e-17     2.387164    0.000000    sinfoni
 6.03557477e-16   1.59612609e-17     2.387418    0.000000    sinfoni
 6.28622879e-16   1.70336773e-17     2.387672    0.000000    sinfoni
