# Comment lines (like this one) and blank lines are ignored,
# central-wavelength and half-width units are always microns

# @DEPTH_UNITS sets the depth and uncert units (e.g., none, percent, ppt, ppm)
@DEPTH_UNITS
ppm

# depth  depth_err    wl      half_width    instrument
@DATA
21524.0     63.0      2.9711    0.0153    nirspec_g395h_nrs1
21387.2     78.1      3.0016    0.0152    nirspec_g395h_nrs1
21336.5     63.3      3.0321    0.0152    nirspec_g395h_nrs1
21272.1    105.3      3.0630    0.0156    nirspec_g395h_nrs1
21281.0     65.7      3.0941    0.0156    nirspec_g395h_nrs1
21174.6     59.7      3.1257    0.0159    nirspec_g395h_nrs1
21192.5     87.6      3.1575    0.0159    nirspec_g395h_nrs1
21113.1     76.5      3.1896    0.0162    nirspec_g395h_nrs1
21148.5     73.1      3.2221    0.0162    nirspec_g395h_nrs1
21195.5     56.9      3.2550    0.0166    nirspec_g395h_nrs1
21146.4     69.7      3.2881    0.0166    nirspec_g395h_nrs1
21093.9     91.2      3.3216    0.0169    nirspec_g395h_nrs1
21100.4     59.7      3.3554    0.0169    nirspec_g395h_nrs1
21061.8     60.2      3.3895    0.0172    nirspec_g395h_nrs1
21092.8     66.7      3.4239    0.0172    nirspec_g395h_nrs1
21035.1     61.0      3.4587    0.0175    nirspec_g395h_nrs1
21030.4     60.8      3.4941    0.0179    nirspec_g395h_nrs1
21082.6     59.7      3.5299    0.0179    nirspec_g395h_nrs1
21039.1     62.2      3.5659    0.0182    nirspec_g395h_nrs1
21106.3     64.5      3.6024    0.0182    nirspec_g395h_nrs1
20867.7     62.9      3.6391    0.0185    nirspec_g395h_nrs1
20962.2     53.8      3.6865    0.0289    nirspec_g395h_nrs1

20824.8     81.7      3.8486    0.0195    nirspec_g395h_nrs2
20955.4     76.2      3.8879    0.0198    nirspec_g395h_nrs2
20765.0     81.6      3.9275    0.0198    nirspec_g395h_nrs2
20953.1     76.2      3.9673    0.0201    nirspec_g395h_nrs2
21134.1     78.0      4.0079    0.0204    nirspec_g395h_nrs2
21066.0     81.9      4.0487    0.0204    nirspec_g395h_nrs2
21240.0     80.8      4.0899    0.0207    nirspec_g395h_nrs2
21019.1     84.3      4.1316    0.0210    nirspec_g395h_nrs2
20969.0     84.5      4.1737    0.0210    nirspec_g395h_nrs2
21462.0     85.0      4.2161    0.0214    nirspec_g395h_nrs2
22063.0     83.9      4.2591    0.0217    nirspec_g395h_nrs2
22362.0     88.9      4.3025    0.0217    nirspec_g395h_nrs2
22533.1     99.1      4.3461    0.0220    nirspec_g395h_nrs2
22300.8     94.2      4.3904    0.0223    nirspec_g395h_nrs2
22170.0     92.4      4.4353    0.0226    nirspec_g395h_nrs2
21934.3     95.0      4.4804    0.0226    nirspec_g395h_nrs2
21544.2    101.5      4.5259    0.0229    nirspec_g395h_nrs2
21619.3    104.7      4.5720    0.0232    nirspec_g395h_nrs2
21215.0    110.5      4.6187    0.0235    nirspec_g395h_nrs2
21280.1    119.1      4.6657    0.0235    nirspec_g395h_nrs2
21354.6    109.7      4.7129    0.0238    nirspec_g395h_nrs2
21275.4    116.1      4.7608    0.0241    nirspec_g395h_nrs2
21366.8    106.7      4.8093    0.0244    nirspec_g395h_nrs2
21280.7    121.7      4.8584    0.0247    nirspec_g395h_nrs2
21448.4    115.1      4.9078    0.0247    nirspec_g395h_nrs2
21285.7    110.4      4.9574    0.0250    nirspec_g395h_nrs2
21089.7    128.2      5.0076    0.0253    nirspec_g395h_nrs2
21243.9    128.8      5.0585    0.0256    nirspec_g395h_nrs2
21048.4    109.4      5.1279    0.0438    nirspec_g395h_nrs2

21201.6    132.2      2.4328    0.0124    nircam_f322w2
21506.6    123.8      2.4576    0.0124    nircam_f322w2
21421.2    120.3      2.4830    0.0129    nircam_f322w2
21480.5    120.5      2.5089    0.0129    nircam_f322w2
21384.7    116.2      2.5347    0.0129    nircam_f322w2
21640.3    118.5      2.5606    0.0130    nircam_f322w2
21463.3    115.9      2.5870    0.0134    nircam_f322w2
21448.7    115.0      2.6139    0.0135    nircam_f322w2
21582.8    109.5      2.6408    0.0135    nircam_f322w2
