# Passband info could be (1) a path to a filter file or
# (2) a tophat filter defined by a central wavelength, half-width,
# and optionally a name

# Comment lines (like this one) and blank lines are ignored,
# central-wavelength and half-width units are always microns

# @DEPTH_UNITS sets the depth and uncert units (none, percent, ppt, ppm)
# and also indicates that there's data and uncertainties to read
# as two columns before the passband info

@DEPTH_UNITS
ppm

# depth    depth_err     wl  half_width    instrument
@DATA
  211.90      7.60   {FILTERS}cheops.dat
  340.40      7.00   {FILTERS}tess.dat
 3098.00    112.00   {FILTERS}spitzer_irac1.dat
 3925.00     25.00   {FILTERS}spitzer_irac2.dat
 4080.00    230.00   {FILTERS}spitzer_irac3.dat
 4350.00    205.00   {FILTERS}spitzer_irac4.dat
 1484.32    122.89     1.80962    0.00246    NIRISS
 1723.25    116.68     1.81454    0.00246    NIRISS
 1467.03    126.61     1.81945    0.00246    NIRISS
 1619.68    125.47     1.82387    0.00197    NIRISS
 1577.02    120.70     1.82830    0.00246    NIRISS
 1322.46    120.59     1.83321    0.00246    NIRISS
 1651.06    124.57     1.83813    0.00246    NIRISS
 1763.71    129.89     1.84304    0.00246    NIRISS
 1716.00    120.71     1.84796    0.00246    NIRISS
 1675.41    122.67     1.85287    0.00246    NIRISS
 1650.30    122.18     1.85779    0.00246    NIRISS
 1429.49    138.99     1.86270    0.00246    NIRISS
 1501.03    128.86     1.86762    0.00246    NIRISS
 2102.14    127.80     1.87253    0.00246    NIRISS
 1884.80    136.11     1.87745    0.00246    NIRISS
 1578.59    130.29     1.88237    0.00246    NIRISS
 1548.62    137.45     1.88728    0.00246    NIRISS
 1996.29    132.83     1.89171    0.00197    NIRISS
 1591.87    136.76     1.89613    0.00246    NIRISS
 1757.80    118.23     1.90105    0.00246    NIRISS
 1536.75    133.49     1.90596    0.00246    NIRISS
 1606.71    131.84     1.91088    0.00246    NIRISS
 1749.83    116.62     1.91580    0.00246    NIRISS
 2017.76    124.37     1.92071    0.00246    NIRISS
 1509.77    138.29     1.92563    0.00246    NIRISS
 1823.73    143.29     1.93055    0.00246    NIRISS
 1761.35    141.67     1.93547    0.00246    NIRISS
 1816.30    151.49     1.94038    0.00246    NIRISS
 1993.43    140.62     1.94530    0.00246    NIRISS
 1728.23    147.04     1.95022    0.00246    NIRISS
 1766.87    135.67     1.95513    0.00246    NIRISS
 1816.52    170.98     1.95956    0.00197    NIRISS
 1847.85    139.77     1.96399    0.00246    NIRISS
 1982.05    143.12     1.96890    0.00246    NIRISS
 1564.85    150.19     1.97382    0.00246    NIRISS
 2087.26    129.74     1.97874    0.00246    NIRISS
 1907.95    150.06     1.98366    0.00246    NIRISS
 2065.74    146.09     1.98857    0.00246    NIRISS
 2221.63    134.49     1.99349    0.00246    NIRISS
 1643.69    141.76     1.99841    0.00246    NIRISS
 1980.99    144.17     2.00333    0.00246    NIRISS
 1846.96    156.42     2.00824    0.00246    NIRISS
 1903.72    154.16     2.01316    0.00246    NIRISS
 1845.79    155.31     2.01808    0.00246    NIRISS
 1901.14    147.10     2.02300    0.00246    NIRISS
 1913.69    178.57     2.02742    0.00197    NIRISS
 1935.88    145.81     2.03185    0.00246    NIRISS
 1906.37    145.79     2.03676    0.00246    NIRISS
 1823.16    158.68     2.04168    0.00246    NIRISS
 1786.32    148.19     2.04660    0.00246    NIRISS
 1843.97    159.57     2.05152    0.00246    NIRISS
 1557.55    171.65     2.05644    0.00246    NIRISS
 2211.00    137.27     2.06135    0.00246    NIRISS
 2045.23    150.49     2.06627    0.00246    NIRISS
 1811.82    177.24     2.07119    0.00246    NIRISS
 1814.55    169.46     2.07611    0.00246    NIRISS
 1969.02    166.30     2.08102    0.00246    NIRISS
 1989.41    151.91     2.08594    0.00246    NIRISS
 1912.68    163.81     2.09086    0.00246    NIRISS
 1702.74    194.01     2.09529    0.00197    NIRISS
 1644.20    176.89     2.09971    0.00246    NIRISS
 1891.40    179.67     2.10463    0.00246    NIRISS
 1846.61    171.02     2.10955    0.00246    NIRISS
 1697.85    166.65     2.11447    0.00246    NIRISS
 2062.50    164.22     2.11938    0.00246    NIRISS
 1732.81    185.97     2.12430    0.00246    NIRISS
 1882.00    188.12     2.12922    0.00246    NIRISS
 1917.72    180.48     2.13414    0.00246    NIRISS
 1643.86    183.61     2.13906    0.00246    NIRISS
 2010.53    183.94     2.14398    0.00246    NIRISS
 1876.93    169.96     2.14889    0.00246    NIRISS
 1639.57    191.14     2.15381    0.00246    NIRISS
 2020.62    188.95     2.15873    0.00246    NIRISS
 1904.52    222.00     2.16316    0.00197    NIRISS
 1769.83    195.62     2.16758    0.00246    NIRISS
 1817.78    188.21     2.17250    0.00246    NIRISS
 1743.95    184.51     2.17742    0.00246    NIRISS
 1741.76    183.94     2.18234    0.00246    NIRISS
 1851.10    184.90     2.18726    0.00246    NIRISS
 1850.65    188.76     2.19218    0.00246    NIRISS
 2000.40    208.25     2.19710    0.00246    NIRISS
 2020.26    194.42     2.20202    0.00246    NIRISS
 1711.42    196.91     2.20694    0.00246    NIRISS
 1959.00    205.76     2.21186    0.00246    NIRISS
 2054.84    198.97     2.21677    0.00246    NIRISS
 2088.76    201.62     2.22169    0.00246    NIRISS
 2192.98    203.50     2.22612    0.00197    NIRISS
 1818.77    218.24     2.23055    0.00246    NIRISS
 1741.13    209.87     2.23547    0.00246    NIRISS
 2008.91    185.17     2.24039    0.00246    NIRISS
 2059.88    191.21     2.24531    0.00246    NIRISS
 2166.90    195.44     2.25023    0.00246    NIRISS
 1945.44    210.82     2.25515    0.00246    NIRISS
 2344.23    210.03     2.26007    0.00246    NIRISS
 1715.68    208.72     2.26500    0.00246    NIRISS
 2346.63    222.36     2.26992    0.00246    NIRISS
 1841.17    212.66     2.27484    0.00246    NIRISS
 2355.95    214.24     2.27976    0.00246    NIRISS
 1833.51    226.27     2.28468    0.00246    NIRISS
